Gene	antismash_cluster_type	mibig_cluster	mibig_product	compound
MAG05760_0002_118	T3PKS	BGC0002315	Polyketide	accramycin A
MAG05760_0002_125	T3PKS	BGC0001005	NRP+Polyketide	locillomycin
MAG05760_0002_130	T3PKS	BGC0002561	Alkaloid	phenazine SA
MAG05760_0002_131	T3PKS	BGC0002561	Alkaloid	phenazine SA
MAG05760_0002_132	T3PKS	BGC0001078	Terpene+Polyketide	furaquinocin B
MAG05760_0002_133	T3PKS	BGC0002561	Alkaloid	phenazine SA
MAG05760_0002_134	T3PKS	BGC0001078	Terpene+Polyketide	furaquinocin B
MAG05760_0002_135	T3PKS	BGC0002554	Alkaloid	carquinostatin A
MAG05760_0002_136	T3PKS	BGC0001005	NRP+Polyketide	locillomycin
MAG05760_0002_137	T3PKS	BGC0000696	Saccharide	gentamicin
MAG05760_0002_138	T3PKS	BGC0000289	NRP:Glycopeptide+Saccharide:Hybrid/tailoring saccharide	A40926
MAG05760_0002_144	T3PKS	BGC0000360	NRP	GE81112
MAG05760_0012_26	aminopolycarboxylic-acid	BGC0002679	NRP	chromobactin
MAG05929_0006_62	RiPP-like, lanthipeptide-class-ii	BGC0000539	RiPP:Lanthipeptide	nukacin ISK-1
MAG06159_0001_222	RiPP-like	BGC0000498, BGC0000561	RiPP:Lanthipeptide	bovicin HJ50, thermophilin 1277
MAG06159_0001_224	RiPP-like	BGC0002674	RiPP	enterocin F4-9
MAG06159_0001_231	RiPP-like	BGC0000619, BGC0001602	RiPP	gassericin T, gassericin-T
MAG06239_0094_5	T3PKS	BGC0001442	NRP	actinonin
MAG06336_0003_113	RiPP-like, lanthipeptide-class-ii	BGC0000521	RiPP:Lanthipeptide	lacticin 481
MAG06615_0014_46	RiPP-like	BGC0000619	RiPP	gassericin T
MAG06616_0002_114	RiPP-like	BGC0000498, BGC0000561	RiPP:Lanthipeptide	bovicin HJ50, thermophilin 1277
MAG06616_0002_115	RiPP-like	BGC0000619, BGC0001388, BGC0001602	RiPP	gassericin E, gassericin T, gassericin-T
MAG06616_0002_116	RiPP-like	BGC0000619, BGC0001602	RiPP	gassericin T, gassericin-T
MAG06807_0004_249	RiPP-like	BGC0000619, BGC0001388, BGC0001602	RiPP	gassericin E, gassericin T, gassericin-T
MAG07244_0018_72	NRP-metallophore,NRPS	BGC0002494	NRP	vibriobactin
MAG07244_0027_14	NRP-metallophore,NRPS,T1PKS, T1PKS	BGC0001055	NRP+Polyketide	yersiniabactin
MAG07291_0003_97	RiPP-like, lanthipeptide-class-ii	BGC0000562	RiPP:Lanthipeptide	variacin
MAG07353_0094_1	RiPP-like	BGC0000413	NRP	Pf-5 pyoverdine
MAG07499_0003_41	RiPP-like	BGC0000624	RiPP	salivaricin CRL1328 α peptide
MAG07499_0003_49	RiPP-like	BGC0002585	Other	ubericin K
MAG07499_0003_50	RiPP-like	BGC0000498, BGC0000561	RiPP:Lanthipeptide	bovicin HJ50, thermophilin 1277
MAG07499_0003_54	RiPP-like	BGC0002585	Other	ubericin K
MAG07499_0003_55	RiPP-like	BGC0002585	Other	ubericin K
MAG07588_0005_3	NRP-metallophore,NRPS	BGC0000498	RiPP:Lanthipeptide	bovicin HJ50
MAG07643_0014_1	NRPS	BGC0001111	NRP+Polyketide:Trans-AT type I polyketide	rhizopodin
MAG07672_0024_1	RiPP-like	BGC0000274	Polyketide:Type II polyketide	tetarimycin A
MAG08080_0015_62	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG08080_0029_13	NRP-metallophore,NRPS,T1PKS, T1PKS	BGC0001055	NRP+Polyketide	yersiniabactin
MAG08080_0029_14	NRP-metallophore,NRPS,T1PKS, T1PKS	BGC0001055	NRP+Polyketide	yersiniabactin
MAG08080_0029_16	NRP-metallophore,NRPS,T1PKS, T1PKS	BGC0001055	NRP+Polyketide	yersiniabactin
MAG08080_0029_17	NRP-metallophore,NRPS,T1PKS, T1PKS	BGC0001055	NRP+Polyketide	yersiniabactin
MAG08080_0029_18	NRP-metallophore,NRPS,T1PKS, T1PKS	BGC0001055	NRP+Polyketide	yersiniabactin
MAG08080_0029_19	NRP-metallophore,NRPS,T1PKS, T1PKS	BGC0001055	NRP+Polyketide	yersiniabactin
MAG08130_0001_111	RiPP-like, lanthipeptide-class-ii	BGC0000521, BGC0000539	RiPP:Lanthipeptide	lacticin 481, nukacin ISK-1
MAG13999_0021_10	NI-siderophore	BGC0000943	Other	staphyloferrin B
MAG14001_0027_2	NI-siderophore, NRPS, NRPS,T1PKS	BGC0002570	NRP+Polyketide	yersiniabactin
MAG14040_0082_1	lanthipeptide-class-ii	BGC0000700	Saccharide	istamycin
MAG14051_0056_11	RiPP-like	BGC0000526	RiPP:Lanthipeptide	macedocin
MAG14294_0504_1	NRP-metallophore,NRPS	BGC0000896	Other	cycloserine
MAG14327_0367_1	NAPAA, terpene	BGC0002358	Polyketide	cyclofaulknamycin
MAG14405_0016_20	RiPP-like	BGC0000290	NRP:Glycopeptide	A-47934
MAG14405_0016_21	RiPP-like	BGC0002585	Other	ubericin K
MAG14405_0016_22	RiPP-like	BGC0002585	Other	ubericin K
MAG14405_0016_23	RiPP-like	BGC0002657	Polyketide+NRP	deoxyhangtaimycin
MAG14405_0016_24	RiPP-like	BGC0002656	Polyketide	oryzanaphthopyran A
MAG14405_0016_25	RiPP-like	BGC0001543	Polyketide	chejuenolide A
MAG14405_0016_26	RiPP-like	BGC0001543	Polyketide	chejuenolide A
MAG14492_0007_112	NRP-metallophore,NRPS	BGC0000439	NRP:Lipopeptide:Ca+-dependent lipopeptide	taromycin A
MAG14492_0007_116	NRP-metallophore,NRPS	BGC0000033	Polyketide	calicheamicin
MAG14492_0007_82	NRP-metallophore,NRPS	BGC0002536	NRP	alazopeptin
MAG14492_0007_83	NRP-metallophore,NRPS	BGC0001184	Other	bacilysin
MAG14492_0007_84	NRP-metallophore,NRPS	BGC0001196	NRP	desotamide
MAG14492_0007_85	NRP-metallophore,NRPS	BGC0001196	NRP	desotamide
MAG14492_0007_88	NRP-metallophore,NRPS	BGC0001740	NRP+Polyketide	phthoxazolin
MAG14492_0007_90	NRP-metallophore,NRPS	BGC0001593	NRP	ficellomycin
MAG14492_0007_91	NRP-metallophore,NRPS	BGC0001818	NRP	vazabitide A
MAG14492_0007_92	NRP-metallophore,NRPS	BGC0002503	NRP+Polyketide	chitinimide B
MAG14845_0008_5	RRE-containing, lanthipeptide-class-ii	BGC0000347	NRP	equibactin
MAG14845_0008_7	RRE-containing, lanthipeptide-class-ii	BGC0000347	NRP	equibactin
MG0001_0052_1	LAP	BGC0001171	RiPP:LAP	listeriolysin S
MG0005_0003_78	lanthipeptide-class-ii	BGC0001435	NRP+Polyketide:Iterative type I polyketide	ikarugamycin
MG0027_0076_2	T3PKS	BGC0001731	Other	paulomycin
MG0074_0001_26	lanthipeptide-class-ii	BGC0001598	NRP+Polyketide	foxicin A
MG0074_0001_27	lanthipeptide-class-ii	BGC0000195	Polyketide:Type II polyketide	alnumycin A
MG0074_0001_30	lanthipeptide-class-ii	BGC0001727	RiPP	paenilan
MG0103_0097_3	T1PKS	BGC0000325, BGC0002073	NRP	coelichelin, dehydroxynocardamine
MG0103_0257_2	betalactone	BGC0002100	NRP+Other	colibrimycin
MG0115_0177_4	betalactone	BGC0002453	Polyketide	ansaseomycin A
MG0146_0402_3	NRP-metallophore,NRPS	BGC0002009	Polyketide	kanglemycin A
MG0148_0512_4	NAPAA	BGC0002390	Terpene	zealexin A1
MG0150_0926_4	NRPS	BGC0001111	NRP+Polyketide:Trans-AT type I polyketide	rhizopodin
MG0150_1564_3	RiPP-like	BGC0002470	Other	synechobactin C9
MG0208_1113_3	aminopolycarboxylic-acid	BGC0002568	Other	EDHA
MG0332_0331_4	terpene	BGC0001078	Terpene+Polyketide	furaquinocin B
MG0332_0848_1	opine-like-metallophore	BGC0002487	Other	staphylopine
MG0332_1417_1	terpene	BGC0000644	Terpene	carotenoid
MG0335_0138_3	NRPS, opine-like-metallophore	BGC0001769	Polyketide	saquayamycin A
MG0386_0004_3	LAP	BGC0001171	RiPP:LAP	listeriolysin S
MG0388_0103_2	T1PKS	BGC0000119	Polyketide:Iterative type I polyketide+Saccharide:Hybrid/tailoring saccharide	7-deoxypactamycin
MG0413_0139_6	RiPP-like	BGC0002585	Other	ubericin K
MG0413_0339_1	terpene	BGC0000637	Terpene	carotenoid
MG0413_0643_3	NAPAA, terpene	BGC0001598	NRP+Polyketide	foxicin A
MG0420_0652_4	NRP-metallophore,NRPS	BGC0000347	NRP	equibactin
MG0434_0251_1	NAPAA	BGC0001406	NRP	telomycin
MG0451_0062_5	RiPP-like	BGC0000485, BGC0000491, BGC0001222	RiPP, RiPP:Head-to-tailcyclized peptide	acidocin B, gassericin A
MG0685_2777_2	arylpolyene	BGC0000839	Other	flexirubin
MG0782_1452_2	RiPP-like, lanthipeptide-class-ii	BGC0000105	Polyketide	nanchangmycin
MG0884_0245_1	phosphonate	BGC0002327, BGC0002336	NRP	bolagladin A, gladiochelin A1
MG1024_0040_8	NI-siderophore	BGC0000944	Other:Non-NRP siderophore	staphyloferrin A
MG1165_0061_2	RiPP-like	BGC0001209	RiPP	streptide
MG1223_0609_2	furan	BGC0001055	NRP+Polyketide	yersiniabactin
MG1252_0088_8	RiPP-like	BGC0000624	RiPP	salivaricin CRL1328 α peptide
MG1284_1417_2	NI-siderophore	BGC0000883	Other	arginomycin
MG1422_0003_213	RiPP-like	BGC0001864, BGC0002674	RiPP, RiPP:Glycocin	enterocin F4-9, listeriocytocin
MG1461_0089_2	T3PKS	BGC0001322, BGC0001324	Terpene	lycosantalonol, monoterpenes-diterpenes
MG1485_0007_11	furan	BGC0002287	NRP	mutanocyclin
MG1774_1803_2	betalactone	BGC0002109	NRP	kitacinnamycin A
MG1784_1018_1	T1PKS	BGC0002073	NRP	dehydroxynocardamine
MG1872_0095_10	NRPS	BGC0000347	NRP	equibactin
MG1938_0814_2	RiPP-like	BGC0000526	RiPP:Lanthipeptide	macedocin
MG2006_0055_9	NRP-metallophore,NRPS	BGC0000347	NRP	equibactin
MG2062_0026_22	lanthipeptide-class-ii	BGC0002362	Polyketide	loseolamycin A1
MG2102_0004_26	lanthipeptide-class-iv	BGC0000500	RiPP:Lanthipeptide	carnolysin A1
MG2122_1480_2	RRE-containing, lanthipeptide-class-ii	BGC0002472	NRP	ulbactin F
MG2135_1943_3	terpene	BGC0001078	Terpene+Polyketide	furaquinocin B
MG2137_0527_1	NRP-metallophore,NRPS, RRE-containing	BGC0002439	Other	diastaphenazine
MG2142_0005_13	NRP-metallophore,NRPS	BGC0000526	RiPP:Lanthipeptide	macedocin
MG2172_17105_1	RiPP-like, lanthipeptide-class-ii	BGC0000562	RiPP:Lanthipeptide	variacin
MG2188_2208_2	aminopolycarboxylic-acid	BGC0002566	Other	[S,S]-EDDS
MG2256_0296_1	NRPS	BGC0000347	NRP	equibactin
MG2480_0511_5	lanthipeptide-class-ii	BGC0000896	Other	cycloserine
